accident_id,date,time,latitude,longitude,location_name,region,weather,road_surface,light_condition,road_type,junction_type,speed_limit,vehicle_type,number_of_vehicles,number_of_casualties,urban_rural,driver_age,driver_gender,risk_score,severity
ACC-2026-02800,2025-06-28,08:46,28.547588,77.097636,Airport Expressway Tollway,Northern Expressway District,Clear,Dry,Daylight,Highway,Not at junction,100,Car,1,1,Rural,37,Male,59,Minor
ACC-2026-02801,2026-05-03,12:42,28.555642,77.087987,Airport Expressway Tollway,Northern Expressway District,Clear,Dry,Daylight,Highway,Roundabout,100,Bus,1,1,Rural,29,Female,58,Serious
ACC-2026-02802,2025-04-17,16:08,28.494412,77.310658,Industrial Sector 18 Corridor,Northern Expressway District,Clear,Dry,Daylight,Single carriageway,Roundabout,60,Truck / Heavy Goods,2,1,Rural,19,Male,38,Minor
ACC-2026-02803,2026-07-09,07:10,28.647456,77.108755,West Urban Junction 8,Northern Expressway District,Clear,Dry,Daylight,T-Junction,Crossroads,60,Truck / Heavy Goods,2,2,Urban,24,Male,53,Minor
ACC-2026-02804,2026-07-18,08:09,28.754775,77.177826,North Ring Junction 2,Capital Metropolitan Corridor,Clear,Dry,Daylight,Dual carriageway,Crossroads,80,Truck / Heavy Goods,1,1,Urban,36,Female,42,Minor
ACC-2026-02805,2025-10-25,09:17,28.641612,77.197465,Central Metro Boulevard,Capital Metropolitan Corridor,Clear,Dry,Daylight,Roundabout,Roundabout,50,Van / Light Goods,3,2,Urban,28,Female,37,Minor
ACC-2026-02806,2025-10-28,05:55,28.535543,77.378913,Outer Ring Road Junction 14,Capital Metropolitan Corridor,Clear,Dry,Darkness: no street lights,Dual carriageway,Not at junction,80,Truck / Heavy Goods,2,2,Urban,31,Male,83,Serious
ACC-2026-02807,2026-06-02,01:55,28.612496,77.195751,NH-44 Highway Mile 142,Northern Expressway District,Fog,Icy,Darkness: street lights present and lit,Highway,Crossroads,100,Van / Light Goods,2,1,Rural,33,Male,98,Fatal
ACC-2026-02808,2026-01-05,14:05,28.611526,77.212488,NH-44 Highway Mile 142,Northern Expressway District,Clear,Wet,Daylight,Highway,Crossroads,100,Car,1,2,Rural,24,Male,84,Fatal
ACC-2026-02809,2025-10-06,19:12,28.748079,77.173506,North Ring Junction 2,Capital Metropolitan Corridor,Fog,Dry,Darkness: no street lights,Dual carriageway,T-Junction,80,Motorcycle,1,2,Urban,23,Male,98,Fatal
ACC-2026-02810,2025-04-19,08:33,28.488653,77.291466,Industrial Sector 18 Corridor,Northern Expressway District,Rain,Wet,Daylight,Single carriageway,Not at junction,60,Motorcycle,1,1,Rural,33,Female,83,Serious
ACC-2026-02811,2025-05-12,19:00,28.54593,77.404653,Outer Ring Road Junction 14,Capital Metropolitan Corridor,Clear,Dry,Darkness: street lights present and lit,Dual carriageway,Not at junction,80,Car,2,4,Urban,49,Male,56,Serious
ACC-2026-02812,2025-05-15,07:21,28.709684,77.10594,Grand Trunk Road Corridor B,Northern Expressway District,Clear,Dry,Daylight,Single carriageway,Roundabout,60,Car,3,2,Rural,29,Female,54,Serious
ACC-2026-02813,2025-03-27,01:57,28.630981,77.194972,Central Metro Boulevard,Capital Metropolitan Corridor,Clear,Dry,Darkness: no street lights,Roundabout,T-Junction,50,Truck / Heavy Goods,4,2,Urban,36,Male,77,Minor
ACC-2026-02814,2025-03-06,21:56,28.698715,77.110104,Grand Trunk Road Corridor B,Northern Expressway District,Clear,Dry,Darkness: street lights present and lit,Single carriageway,Not at junction,60,Car,1,1,Rural,34,Male,49,Minor
ACC-2026-02815,2025-04-06,23:18,28.527528,77.386012,Outer Ring Road Junction 14,Capital Metropolitan Corridor,Clear,Dry,Darkness: street lights present and lit,Dual carriageway,T-Junction,80,Motorcycle,5,1,Urban,28,Male,69,Serious
ACC-2026-02816,2025-11-19,09:34,28.692547,77.11292,Grand Trunk Road Corridor B,Northern Expressway District,Fog,Wet,Daylight,Single carriageway,Crossroads,60,Truck / Heavy Goods,2,1,Rural,60,Female,83,Serious
ACC-2026-02817,2025-10-14,00:03,28.467586,77.021813,Expressway Interchange South,Northern Expressway District,Clear,Dry,Darkness: street lights present and lit,Highway,Not at junction,120,Motorcycle,2,1,Rural,61,Male,73,Serious
ACC-2026-02818,2025-09-30,10:05,28.453738,77.01656,Expressway Interchange South,Northern Expressway District,Rain,Wet,Daylight,Highway,T-Junction,120,Motorcycle,2,3,Rural,44,Male,98,Fatal
ACC-2026-02819,2026-01-13,23:39,28.763329,77.177647,North Ring Junction 2,Capital Metropolitan Corridor,Clear,Dry,Darkness: street lights present and lit,Dual carriageway,Crossroads,80,Motorcycle,1,1,Urban,30,Male,57,Serious
ACC-2026-02820,2026-01-20,10:29,28.623242,77.194349,Central Metro Boulevard,Capital Metropolitan Corridor,Fog,Icy,Daylight,Roundabout,Crossroads,50,Bus,2,1,Urban,48,Female,49,Serious
ACC-2026-02821,2025-02-26,04:42,28.614955,77.213572,Central Metro Boulevard,Capital Metropolitan Corridor,Clear,Dry,Darkness: street lights present and lit,Roundabout,Crossroads,50,Car,1,2,Urban,19,Female,40,Minor
ACC-2026-02822,2025-01-12,10:18,28.64607,77.107893,West Urban Junction 8,Northern Expressway District,Storm,Poor surface,Daylight,T-Junction,T-Junction,60,Bus,2,1,Urban,37,Male,61,Serious
ACC-2026-02823,2026-05-28,16:31,28.756974,77.175666,North Ring Junction 2,Capital Metropolitan Corridor,Rain,Wet,Daylight,Dual carriageway,Not at junction,80,Bus,3,1,Urban,26,Male,73,Minor
ACC-2026-02824,2025-07-01,02:51,28.589093,77.241667,East River Bridge Crossing,Northern Expressway District,Rain,Icy,Darkness: no street lights,Single carriageway,Slip road / Merge ramp,40,Motorcycle,4,2,Urban,29,Female,98,Fatal
ACC-2026-02825,2025-11-05,17:14,28.717362,77.11568,Grand Trunk Road Corridor B,Northern Expressway District,Clear,Dry,Daylight,Single carriageway,Multiple junction,60,Car,3,3,Rural,33,Male,62,Minor
ACC-2026-02826,2026-01-18,23:13,28.591533,77.242386,East River Bridge Crossing,Northern Expressway District,Rain,Wet,Darkness: street lights present and lit,Single carriageway,Crossroads,40,Bus,2,1,Urban,21,Male,59,Minor
ACC-2026-02827,2026-05-05,19:13,28.513707,77.301282,Industrial Sector 18 Corridor,Northern Expressway District,Clear,Dry,Darkness: no street lights,Single carriageway,T-Junction,60,Van / Light Goods,2,1,Rural,28,Female,56,Serious
ACC-2026-02828,2025-03-11,04:54,28.530833,77.381921,Outer Ring Road Junction 14,Capital Metropolitan Corridor,Rain,Wet,Darkness: street lights present and lit,Dual carriageway,Roundabout,80,Motorcycle,2,2,Urban,45,Male,96,Fatal
ACC-2026-02829,2025-07-02,22:02,28.507979,77.302309,Industrial Sector 18 Corridor,Northern Expressway District,Clear,Dry,Darkness: no street lights,Single carriageway,Roundabout,60,Motorcycle,2,4,Rural,34,Male,75,Minor
ACC-2026-02830,2025-09-12,18:19,28.69844,77.096271,Grand Trunk Road Corridor B,Northern Expressway District,Rain,Wet,Daylight,Single carriageway,T-Junction,60,Car,3,2,Rural,36,Female,89,Fatal
ACC-2026-02831,2025-05-25,04:06,28.623369,77.20885,NH-44 Highway Mile 142,Northern Expressway District,Clear,Dry,Darkness: no street lights,Highway,Not at junction,100,Motorcycle,2,1,Rural,22,Male,89,Fatal
ACC-2026-02832,2025-08-30,18:17,28.618773,77.215797,NH-44 Highway Mile 142,Northern Expressway District,Clear,Dry,Daylight,Highway,Not at junction,100,Van / Light Goods,3,2,Rural,36,Male,73,Serious
ACC-2026-02833,2025-10-10,07:27,28.613981,77.241439,East River Bridge Crossing,Northern Expressway District,Rain,Wet,Daylight,Single carriageway,T-Junction,40,Car,3,3,Urban,36,Male,80,Fatal
ACC-2026-02834,2026-04-20,17:36,28.752122,77.170849,North Ring Junction 2,Capital Metropolitan Corridor,Rain,Icy,Daylight,Dual carriageway,Roundabout,80,Motorcycle,2,2,Urban,36,Male,84,Fatal
ACC-2026-02835,2025-06-25,15:55,28.648246,77.127097,West Urban Junction 8,Northern Expressway District,Clear,Dry,Daylight,T-Junction,T-Junction,60,Car,3,3,Urban,30,Female,57,Serious
ACC-2026-02836,2025-02-10,09:27,28.611205,77.234726,East River Bridge Crossing,Northern Expressway District,Clear,Dry,Daylight,Single carriageway,Roundabout,40,Truck / Heavy Goods,2,1,Urban,36,Male,30,Minor
ACC-2026-02837,2025-07-18,11:13,28.739237,77.176343,North Ring Junction 2,Capital Metropolitan Corridor,Fog,Wet,Daylight,Dual carriageway,T-Junction,80,Car,2,1,Urban,36,Female,73,Minor
ACC-2026-02838,2025-10-21,10:56,28.592631,77.2429,East River Bridge Crossing,Northern Expressway District,Clear,Poor surface,Daylight,Single carriageway,Not at junction,40,Car,1,1,Urban,29,Male,41,Minor
ACC-2026-02839,2025-03-19,20:25,28.636474,77.212266,Central Metro Boulevard,Capital Metropolitan Corridor,Clear,Dry,Darkness: street lights present and lit,Roundabout,Roundabout,50,Motorcycle,2,4,Urban,23,Male,48,Minor
ACC-2026-02840,2026-03-11,08:51,28.628639,77.204354,Central Metro Boulevard,Capital Metropolitan Corridor,Clear,Dry,Daylight,Roundabout,Roundabout,50,Van / Light Goods,4,1,Urban,21,Male,38,Minor
ACC-2026-02841,2026-06-25,14:17,28.539369,77.395657,Outer Ring Road Junction 14,Capital Metropolitan Corridor,Clear,Dry,Daylight,Dual carriageway,T-Junction,80,Bus,2,1,Urban,37,Female,36,Minor
ACC-2026-02842,2025-07-20,02:28,28.641617,77.111308,West Urban Junction 8,Northern Expressway District,Rain,Wet,Darkness: street lights present and lit,T-Junction,T-Junction,60,Car,2,1,Urban,37,Male,65,Minor
ACC-2026-02843,2026-01-23,08:15,28.587314,77.249748,East River Bridge Crossing,Northern Expressway District,Rain,Wet,Daylight,Single carriageway,Crossroads,40,Motorcycle,1,1,Urban,26,Female,70,Serious
ACC-2026-02844,2026-06-13,21:25,28.618907,77.221887,NH-44 Highway Mile 142,Northern Expressway District,Storm,Wet,Darkness: street lights unlit,Highway,Crossroads,100,Car,2,1,Rural,36,Male,98,Fatal
ACC-2026-02845,2025-07-09,11:28,28.638211,77.12723,West Urban Junction 8,Northern Expressway District,Clear,Dry,Daylight,T-Junction,Roundabout,60,Car,4,1,Urban,19,Male,31,Minor
ACC-2026-02846,2026-08-14,10:32,28.761841,77.17183,North Ring Junction 2,Capital Metropolitan Corridor,Clear,Dry,Daylight,Dual carriageway,T-Junction,80,Van / Light Goods,1,1,Urban,24,Male,37,Minor
ACC-2026-02847,2025-10-14,06:31,28.456186,77.01486,Expressway Interchange South,Northern Expressway District,Clear,Dry,Daylight,Highway,Not at junction,120,Car,2,1,Rural,33,Male,58,Serious
ACC-2026-02848,2026-01-09,04:16,28.553289,77.091017,Airport Expressway Tollway,Northern Expressway District,Clear,Dry,Darkness: street lights present and lit,Highway,T-Junction,100,Car,2,1,Rural,61,Male,65,Minor
ACC-2026-02849,2026-06-05,16:22,28.508243,77.308762,Industrial Sector 18 Corridor,Northern Expressway District,Clear,Dry,Daylight,Single carriageway,T-Junction,60,Motorcycle,2,1,Rural,24,Male,44,Minor
ACC-2026-02850,2025-11-17,13:04,28.63239,77.200814,Central Metro Boulevard,Capital Metropolitan Corridor,Rain,Wet,Daylight,Roundabout,Not at junction,50,Car,2,1,Urban,45,Male,56,Minor
ACC-2026-02851,2026-08-02,07:31,28.562848,77.102116,Airport Expressway Tollway,Northern Expressway District,Rain,Wet,Daylight,Highway,Not at junction,100,Bus,1,1,Rural,35,Male,85,Fatal
ACC-2026-02852,2025-02-04,20:00,28.702906,77.0984,Grand Trunk Road Corridor B,Northern Expressway District,Clear,Wet,Darkness: no street lights,Single carriageway,Roundabout,60,Truck / Heavy Goods,5,1,Rural,34,Male,85,Serious
ACC-2026-02853,2025-04-21,18:55,28.49632,77.30283,Industrial Sector 18 Corridor,Northern Expressway District,Clear,Poor surface,Daylight,Single carriageway,T-Junction,60,Van / Light Goods,3,1,Rural,26,Male,55,Serious
ACC-2026-02854,2025-03-24,05:33,28.614038,77.232071,East River Bridge Crossing,Northern Expressway District,Clear,Dry,Darkness: no street lights,Single carriageway,Roundabout,40,Car,2,1,Urban,26,Male,41,Minor
ACC-2026-02855,2026-07-03,05:17,28.526186,77.400051,Outer Ring Road Junction 14,Capital Metropolitan Corridor,Clear,Dry,Darkness: street lights present and lit,Dual carriageway,T-Junction,80,Van / Light Goods,2,1,Urban,22,Male,50,Serious
ACC-2026-02856,2025-02-12,09:47,28.642932,77.126251,West Urban Junction 8,Northern Expressway District,Clear,Dry,Daylight,T-Junction,Roundabout,60,Truck / Heavy Goods,2,1,Urban,36,Female,39,Minor
ACC-2026-02857,2026-05-30,11:29,28.473945,77.032205,Expressway Interchange South,Northern Expressway District,Clear,Dry,Daylight,Highway,Roundabout,120,Car,1,1,Rural,70,Male,58,Serious
ACC-2026-02858,2026-08-14,04:00,28.705675,77.089192,Grand Trunk Road Corridor B,Northern Expressway District,Clear,Dry,Darkness: street lights present and lit,Single carriageway,T-Junction,60,Truck / Heavy Goods,1,3,Rural,22,Male,59,Serious
ACC-2026-02859,2026-07-14,10:20,28.632298,77.208049,Central Metro Boulevard,Capital Metropolitan Corridor,Clear,Dry,Daylight,Roundabout,Multiple junction,50,Van / Light Goods,2,1,Urban,28,Female,26,Minor
ACC-2026-02860,2025-07-11,03:43,28.593805,77.239221,East River Bridge Crossing,Northern Expressway District,Clear,Dry,Darkness: street lights present and lit,Single carriageway,Not at junction,40,Truck / Heavy Goods,1,2,Urban,26,Female,53,Serious
ACC-2026-02861,2026-02-05,00:00,28.524656,77.402687,Outer Ring Road Junction 14,Capital Metropolitan Corridor,Rain,Wet,Darkness: street lights present and lit,Dual carriageway,Not at junction,80,Bus,2,1,Urban,21,Male,72,Minor
ACC-2026-02862,2025-01-22,00:41,28.607087,77.238346,East River Bridge Crossing,Northern Expressway District,Clear,Wet,Darkness: street lights present and lit,Single carriageway,Roundabout,40,Motorcycle,2,4,Urban,28,Female,69,Serious
ACC-2026-02863,2026-08-04,22:45,28.454268,77.016172,Expressway Interchange South,Northern Expressway District,Rain,Wet,Darkness: street lights present and lit,Highway,Slip road / Merge ramp,120,Motorcycle,2,2,Rural,28,Male,98,Fatal
ACC-2026-02864,2025-03-14,05:11,28.634167,77.198336,Central Metro Boulevard,Capital Metropolitan Corridor,Clear,Dry,Darkness: street lights present and lit,Roundabout,Not at junction,50,Motorcycle,2,1,Urban,31,Male,35,Minor
ACC-2026-02865,2025-09-13,21:15,28.550401,77.3871,Outer Ring Road Junction 14,Capital Metropolitan Corridor,Clear,Dry,Darkness: street lights unlit,Dual carriageway,Roundabout,80,Truck / Heavy Goods,1,1,Urban,29,Female,68,Minor
ACC-2026-02866,2026-01-09,10:57,28.496781,77.307812,Industrial Sector 18 Corridor,Northern Expressway District,Clear,Dry,Daylight,Single carriageway,Not at junction,60,Truck / Heavy Goods,2,1,Rural,35,Female,42,Minor
ACC-2026-02867,2025-12-02,09:55,28.626286,77.219597,NH-44 Highway Mile 142,Northern Expressway District,Clear,Dry,Daylight,Highway,Multiple junction,100,Motorcycle,2,4,Rural,36,Male,82,Serious
ACC-2026-02868,2025-10-08,16:58,28.544473,77.402397,Outer Ring Road Junction 14,Capital Metropolitan Corridor,Other,Wet,Daylight,Dual carriageway,Not at junction,80,Bicycle,2,2,Urban,58,Female,73,Serious
ACC-2026-02869,2025-12-16,20:05,28.599012,77.219067,NH-44 Highway Mile 142,Northern Expressway District,Fog,Wet,Darkness: street lights present and lit,Highway,T-Junction,100,Car,2,1,Rural,34,Female,98,Fatal
ACC-2026-02870,2025-08-14,10:27,28.635817,77.123622,West Urban Junction 8,Northern Expressway District,Clear,Dry,Daylight,T-Junction,Not at junction,60,Truck / Heavy Goods,1,1,Urban,48,Male,33,Minor
ACC-2026-02871,2025-07-05,20:17,28.510388,77.303417,Industrial Sector 18 Corridor,Northern Expressway District,Clear,Dry,Darkness: street lights present and lit,Single carriageway,T-Junction,60,Car,1,1,Rural,33,Male,47,Minor
ACC-2026-02872,2025-07-25,19:05,28.446817,77.040954,Expressway Interchange South,Northern Expressway District,Clear,Dry,Darkness: street lights present and lit,Highway,T-Junction,120,Car,1,1,Rural,30,Male,62,Serious
ACC-2026-02873,2025-06-29,21:56,28.534978,77.387408,Outer Ring Road Junction 14,Capital Metropolitan Corridor,Rain,Poor surface,Darkness: street lights present and lit,Dual carriageway,Not at junction,80,Car,1,1,Urban,68,Female,78,Fatal
ACC-2026-02874,2025-11-18,16:31,28.614353,77.204923,Central Metro Boulevard,Capital Metropolitan Corridor,Clear,Dry,Daylight,Roundabout,T-Junction,50,Motorcycle,2,1,Urban,29,Male,32,Minor
ACC-2026-02875,2026-08-09,22:24,28.535704,77.383287,Outer Ring Road Junction 14,Capital Metropolitan Corridor,Clear,Dry,Darkness: street lights present and lit,Dual carriageway,T-Junction,80,Car,2,1,Urban,57,Male,49,Minor
ACC-2026-02876,2025-05-13,10:15,28.630315,77.191682,Central Metro Boulevard,Capital Metropolitan Corridor,Storm,Wet,Daylight,Roundabout,Not at junction,50,Motorcycle,2,2,Urban,33,Male,75,Serious
ACC-2026-02877,2025-08-06,06:44,28.611494,77.226102,East River Bridge Crossing,Northern Expressway District,Rain,Wet,Daylight,Single carriageway,Not at junction,40,Car,2,1,Urban,68,Female,59,Serious
ACC-2026-02878,2026-05-02,09:00,28.737659,77.173014,North Ring Junction 2,Capital Metropolitan Corridor,Rain,Wet,Daylight,Dual carriageway,Not at junction,80,Car,1,1,Urban,35,Male,73,Serious
ACC-2026-02879,2026-08-20,09:37,28.596007,77.248744,East River Bridge Crossing,Northern Expressway District,Clear,Wet,Daylight,Single carriageway,T-Junction,40,Car,1,2,Urban,37,Male,43,Minor
ACC-2026-02880,2026-06-17,07:24,28.494328,77.289198,Industrial Sector 18 Corridor,Northern Expressway District,Clear,Dry,Daylight,Single carriageway,Not at junction,60,Motorcycle,3,2,Rural,21,Male,70,Serious
ACC-2026-02881,2025-12-15,17:42,28.61023,77.194077,NH-44 Highway Mile 142,Northern Expressway District,Clear,Dry,Daylight,Highway,Crossroads,100,Truck / Heavy Goods,2,1,Rural,26,Male,61,Serious
ACC-2026-02882,2026-01-22,18:51,28.5467,77.091102,Airport Expressway Tollway,Northern Expressway District,Clear,Wet,Daylight,Highway,Crossroads,100,Car,2,1,Rural,26,Female,74,Serious
ACC-2026-02883,2025-09-24,09:13,28.611501,77.230429,East River Bridge Crossing,Northern Expressway District,Rain,Wet,Daylight,Single carriageway,T-Junction,40,Truck / Heavy Goods,2,1,Urban,48,Female,68,Minor
ACC-2026-02884,2025-11-09,22:12,28.610481,77.243122,East River Bridge Crossing,Northern Expressway District,Clear,Dry,Darkness: street lights present and lit,Single carriageway,Roundabout,40,Motorcycle,2,1,Urban,26,Male,42,Minor
ACC-2026-02885,2025-09-06,20:18,28.544234,77.39424,Outer Ring Road Junction 14,Capital Metropolitan Corridor,Fog,Wet,Darkness: street lights present and lit,Dual carriageway,T-Junction,80,Van / Light Goods,2,4,Urban,28,Male,89,Fatal
ACC-2026-02886,2026-03-15,20:08,28.507574,77.302255,Industrial Sector 18 Corridor,Northern Expressway District,Clear,Dry,Darkness: street lights present and lit,Single carriageway,T-Junction,60,Car,2,3,Rural,30,Male,57,Serious
ACC-2026-02887,2026-07-30,12:20,28.539729,77.384362,Outer Ring Road Junction 14,Capital Metropolitan Corridor,Clear,Dry,Daylight,Dual carriageway,Not at junction,80,Car,2,1,Urban,37,Male,40,Serious
ACC-2026-02888,2025-07-26,14:31,28.637703,77.128174,West Urban Junction 8,Northern Expressway District,Clear,Dry,Daylight,T-Junction,Not at junction,60,Car,1,1,Urban,60,Male,35,Minor
ACC-2026-02889,2025-08-04,16:50,28.619257,77.200539,Central Metro Boulevard,Capital Metropolitan Corridor,Rain,Wet,Daylight,Roundabout,Roundabout,50,Car,2,2,Urban,30,Female,72,Minor
ACC-2026-02890,2025-08-25,15:12,28.505794,77.295861,Industrial Sector 18 Corridor,Northern Expressway District,Clear,Dry,Daylight,Single carriageway,Not at junction,60,Motorcycle,3,3,Rural,26,Female,69,Serious
ACC-2026-02891,2025-07-20,13:50,28.637599,77.130495,West Urban Junction 8,Northern Expressway District,Storm,Wet,Daylight,T-Junction,T-Junction,60,Truck / Heavy Goods,2,1,Urban,68,Female,77,Serious
ACC-2026-02892,2026-01-02,09:26,28.521016,77.377393,Outer Ring Road Junction 14,Capital Metropolitan Corridor,Fog,Dry,Daylight,Dual carriageway,Not at junction,80,Car,1,1,Urban,35,Male,47,Minor
ACC-2026-02893,2026-03-04,12:08,28.449099,77.022253,Expressway Interchange South,Northern Expressway District,Clear,Dry,Daylight,Highway,Not at junction,120,Motorcycle,1,2,Rural,67,Male,71,Serious
ACC-2026-02894,2025-11-24,20:06,28.60558,77.2335,East River Bridge Crossing,Northern Expressway District,Clear,Dry,Darkness: street lights present and lit,Single carriageway,Roundabout,40,Car,2,1,Urban,19,Female,33,Minor
ACC-2026-02895,2025-04-13,20:34,28.619486,77.218691,Central Metro Boulevard,Capital Metropolitan Corridor,Rain,Wet,Darkness: street lights present and lit,Roundabout,Roundabout,50,Car,2,2,Urban,48,Male,72,Serious
ACC-2026-02896,2025-12-16,10:15,28.695108,77.103946,Grand Trunk Road Corridor B,Northern Expressway District,Clear,Dry,Daylight,Single carriageway,Not at junction,60,Truck / Heavy Goods,4,3,Rural,49,Male,70,Serious
ACC-2026-02897,2025-07-06,00:27,28.614557,77.211777,Central Metro Boulevard,Capital Metropolitan Corridor,Clear,Dry,Darkness: no street lights,Roundabout,T-Junction,50,Motorcycle,2,4,Urban,30,Male,67,Serious
ACC-2026-02898,2026-08-06,04:42,28.513521,77.314957,Industrial Sector 18 Corridor,Northern Expressway District,Other,Dry,Darkness: no street lights,Single carriageway,T-Junction,60,Motorcycle,2,2,Rural,20,Male,70,Serious
ACC-2026-02899,2025-01-09,19:05,28.596306,77.240333,East River Bridge Crossing,Northern Expressway District,Fog,Wet,Darkness: street lights present and lit,Single carriageway,Not at junction,40,Car,3,1,Urban,44,Male,68,Serious
ACC-2026-02900,2026-02-16,10:32,28.649279,77.133057,West Urban Junction 8,Northern Expressway District,Clear,Dry,Daylight,T-Junction,Crossroads,60,Car,1,1,Urban,38,Male,32,Minor
ACC-2026-02901,2025-03-28,09:53,28.547402,77.103309,Airport Expressway Tollway,Northern Expressway District,Clear,Dry,Daylight,Highway,Roundabout,100,Car,2,1,Rural,19,Male,52,Minor
ACC-2026-02902,2025-05-28,10:02,28.51262,77.301374,Industrial Sector 18 Corridor,Northern Expressway District,Clear,Dry,Daylight,Single carriageway,T-Junction,60,Car,2,1,Rural,27,Male,32,Minor
ACC-2026-02903,2026-08-04,19:10,28.525565,77.397216,Outer Ring Road Junction 14,Capital Metropolitan Corridor,Storm,Wet,Darkness: street lights present and lit,Dual carriageway,Not at junction,80,Motorcycle,4,1,Urban,38,Male,98,Fatal
ACC-2026-02904,2025-02-18,16:46,28.752542,77.174509,North Ring Junction 2,Capital Metropolitan Corridor,Rain,Wet,Daylight,Dual carriageway,Not at junction,80,Motorcycle,1,2,Urban,20,Male,92,Fatal
ACC-2026-02905,2026-05-06,16:10,28.755641,77.192266,North Ring Junction 2,Capital Metropolitan Corridor,Rain,Wet,Daylight,Dual carriageway,Slip road / Merge ramp,80,Motorcycle,1,1,Urban,27,Male,77,Serious
ACC-2026-02906,2025-08-05,16:25,28.624318,77.197795,NH-44 Highway Mile 142,Northern Expressway District,Clear,Poor surface,Daylight,Highway,T-Junction,100,Car,2,1,Rural,38,Male,76,Serious
ACC-2026-02907,2025-12-12,23:28,28.640093,77.110308,West Urban Junction 8,Northern Expressway District,Clear,Dry,Darkness: street lights present and lit,T-Junction,Not at junction,60,Car,2,4,Urban,27,Male,43,Minor
ACC-2026-02908,2026-05-15,17:38,28.558808,77.085359,Airport Expressway Tollway,Northern Expressway District,Clear,Dry,Daylight,Highway,Roundabout,100,Car,1,2,Rural,31,Male,64,Serious
ACC-2026-02909,2026-03-27,19:57,28.451677,77.029557,Expressway Interchange South,Northern Expressway District,Clear,Dry,Darkness: street lights present and lit,Highway,Crossroads,120,Car,2,1,Rural,45,Male,70,Serious
ACC-2026-02910,2025-05-22,17:20,28.451704,77.012344,Expressway Interchange South,Northern Expressway District,Clear,Wet,Daylight,Highway,Not at junction,120,Car,2,3,Rural,26,Male,82,Serious
ACC-2026-02911,2025-08-30,17:22,28.538345,77.391095,Outer Ring Road Junction 14,Capital Metropolitan Corridor,Rain,Unknown,Daylight,Dual carriageway,Crossroads,80,Car,2,1,Urban,21,Male,50,Serious
ACC-2026-02912,2025-01-31,05:44,28.738525,77.167282,North Ring Junction 2,Capital Metropolitan Corridor,Fog,Wet,Darkness: street lights present and lit,Dual carriageway,Roundabout,80,Car,2,1,Urban,49,Male,78,Fatal
ACC-2026-02913,2025-11-05,08:32,28.695476,77.113941,Grand Trunk Road Corridor B,Northern Expressway District,Rain,Wet,Daylight,Single carriageway,T-Junction,60,Truck / Heavy Goods,2,1,Rural,34,Male,76,Serious
ACC-2026-02914,2026-02-21,10:29,28.602693,77.255456,East River Bridge Crossing,Northern Expressway District,Clear,Dry,Daylight,Single carriageway,Crossroads,40,Car,2,4,Urban,26,Male,28,Minor
ACC-2026-02915,2025-03-20,07:09,28.621739,77.205307,Central Metro Boulevard,Capital Metropolitan Corridor,Clear,Wet,Daylight,Roundabout,T-Junction,50,Car,2,1,Urban,20,Male,38,Minor
ACC-2026-02916,2025-01-17,12:24,28.753856,77.17103,North Ring Junction 2,Capital Metropolitan Corridor,Storm,Poor surface,Daylight,Dual carriageway,Not at junction,80,Car,3,2,Urban,58,Female,94,Fatal
ACC-2026-02917,2025-10-19,20:26,28.504436,77.308034,Industrial Sector 18 Corridor,Northern Expressway District,Rain,Wet,Darkness: street lights present and lit,Single carriageway,T-Junction,60,Car,2,3,Rural,33,Male,82,Serious
ACC-2026-02918,2025-07-31,20:39,28.507099,77.31332,Industrial Sector 18 Corridor,Northern Expressway District,Clear,Dry,Darkness: street lights present and lit,Single carriageway,T-Junction,60,Motorcycle,1,3,Rural,36,Male,60,Serious
ACC-2026-02919,2025-10-17,15:22,28.529746,77.38979,Outer Ring Road Junction 14,Capital Metropolitan Corridor,Clear,Dry,Daylight,Dual carriageway,T-Junction,80,Car,1,1,Urban,67,Female,42,Minor
ACC-2026-02920,2026-03-05,08:53,28.718221,77.101253,Grand Trunk Road Corridor B,Northern Expressway District,Clear,Dry,Daylight,Single carriageway,Not at junction,60,Bus,1,1,Rural,35,Male,31,Minor
ACC-2026-02921,2025-07-14,19:28,28.502973,77.312333,Industrial Sector 18 Corridor,Northern Expressway District,Clear,Dry,Darkness: street lights present and lit,Single carriageway,T-Junction,60,Bus,1,2,Rural,36,Male,50,Serious
ACC-2026-02922,2025-02-20,18:01,28.716219,77.113698,Grand Trunk Road Corridor B,Northern Expressway District,Rain,Poor surface,Daylight,Single carriageway,Crossroads,60,Truck / Heavy Goods,3,2,Rural,24,Male,94,Fatal
ACC-2026-02923,2025-02-06,08:12,28.622582,77.201276,NH-44 Highway Mile 142,Northern Expressway District,Rain,Wet,Daylight,Highway,Not at junction,100,Car,2,1,Rural,61,Male,93,Fatal
ACC-2026-02924,2026-04-26,04:34,28.559248,77.09807,Airport Expressway Tollway,Northern Expressway District,Other,Dry,Darkness: street lights present and lit,Highway,T-Junction,100,Motorcycle,1,1,Rural,30,Male,78,Serious
ACC-2026-02925,2026-02-22,09:16,28.637787,77.202804,Central Metro Boulevard,Capital Metropolitan Corridor,Clear,Dry,Daylight,Roundabout,Slip road / Merge ramp,50,Motorcycle,1,1,Urban,37,Male,31,Minor
